wareh,capacity,buffer,QMK,CHI,CHILOC,KLINKQMK,GP,GS,BS,RND
2.0,7700.0,700.0,11154.0,11158.0,11036.0,0.0,13565.0,13925.0,14306.0,14975.0
2.0,7700.0,700.0,11145.0,10904.0,10905.0,0.0,13217.0,13579.0,13891.0,14907.0
2.0,7700.0,700.0,11028.0,10831.0,10806.0,0.0,12930.0,13132.0,13410.0,14717.0
3.0,7700.0,700.0,11773.0,11798.0,11681.0,0.0,16099.0,16567.0,17327.0,17965.0
3.0,7700.0,700.0,11735.0,11827.0,11700.0,0.0,15882.0,16204.0,16994.0,17962.0
3.0,7700.0,700.0,11808.0,11798.0,11695.0,0.0,15436.0,15822.0,16579.0,17853.0
4.0,7700.0,700.0,12065.0,12392.0,11979.0,0.0,17651.0,18506.0,19339.0,19898.0
4.0,7700.0,700.0,12036.0,12471.0,12066.0,0.0,17564.0,18001.0,19023.0,19883.0
4.0,7700.0,700.0,12027.0,12562.0,12059.0,0.0,17395.0,17846.0,18628.0,19808.0
2.0,8400.0,1400.0,11034.0,10741.0,10752.0,0.0,12409.0,13047.0,13484.0,14421.0
2.0,8400.0,1400.0,10923.0,10643.0,10639.0,0.0,12255.0,12555.0,13066.0,14334.0
2.0,8400.0,1400.0,10893.0,10556.0,10548.0,0.0,11918.0,12131.0,12544.0,14063.0
3.0,8400.0,1400.0,11599.0,11670.0,11556.0,0.0,14857.0,15460.0,16672.0,17358.0
3.0,8400.0,1400.0,11627.0,11639.0,11555.0,0.0,14834.0,14914.0,16339.0,17321.0
3.0,8400.0,1400.0,11604.0,11485.0,11417.0,0.0,14643.0,14798.0,15863.0,17230.0
4.0,8400.0,1400.0,11959.0,12880.0,11908.0,0.0,16708.0,17082.0,18736.0,19254.0
4.0,8400.0,1400.0,11946.0,12370.0,11874.0,0.0,16618.0,16974.0,18427.0,19243.0
4.0,8400.0,1400.0,11922.0,12469.0,11817.0,0.0,16472.0,16718.0,17999.0,19186.0
2.0,8000.0,0.0,11372.0,11702.0,11352.0,11372.0,14969.0,15221.0,15221.0,15571.0
2.0,8000.0,0.0,11340.0,11685.0,11397.0,11340.0,14734.0,14856.0,14856.0,15523.0
2.0,8000.0,0.0,11297.0,11652.0,11408.0,11297.0,14397.0,14401.0,14401.0,15388.0
3.0,8000.0,0.0,11888.0,12528.0,11907.0,11888.0,17991.0,18357.0,18357.0,18772.0
3.0,8000.0,0.0,11956.0,12428.0,11880.0,11956.0,17659.0,17975.0,17975.0,18736.0
3.0,8000.0,0.0,11815.0,12723.0,11966.0,11815.0,17237.0,17562.0,17562.0,18629.0
4.0,8000.0,0.0,12137.0,12613.0,12201.0,12137.0,19642.0,20295.0,20295.0,20790.0
4.0,8000.0,0.0,12115.0,12876.0,12179.0,12115.0,19427.0,19893.0,19893.0,20750.0
4.0,8000.0,0.0,12115.0,12741.0,12136.0,12115.0,19100.0,19593.0,19593.0,20668.0
2.0,8800.0,800.0,11181.0,11048.0,11039.0,0.0,13737.0,14068.0,14421.0,15064.0
2.0,8800.0,800.0,11150.0,11020.0,11038.0,0.0,13600.0,13761.0,14043.0,15000.0
2.0,8800.0,800.0,11165.0,10975.0,10980.0,0.0,13262.0,13286.0,13546.0,14808.0
3.0,8800.0,800.0,11751.0,11916.0,11741.0,0.0,16456.0,16978.0,17607.0,18131.0
3.0,8800.0,800.0,11771.0,11787.0,11712.0,0.0,16059.0,16490.0,17237.0,18106.0
3.0,8800.0,800.0,11759.0,11892.0,11798.0,0.0,15555.0,16006.0,16804.0,18015.0
4.0,8800.0,800.0,12014.0,12286.0,12036.0,0.0,18041.0,18847.0,19632.0,20112.0
4.0,8800.0,800.0,12035.0,12251.0,11988.0,0.0,18136.0,18330.0,19307.0,20099.0
4.0,8800.0,800.0,12015.0,12566.0,12059.0,0.0,17806.0,18198.0,18898.0,20026.0
2.0,9600.0,1600.0,11040.0,10814.0,10836.0,0.0,12715.0,13169.0,13581.0,14503.0
2.0,9600.0,1600.0,10987.0,10798.0,10794.0,0.0,12553.0,12762.0,13206.0,14421.0
2.0,9600.0,1600.0,10896.0,10819.0,10828.0,0.0,12158.0,12234.0,12634.0,14151.0
3.0,9600.0,1600.0,11586.0,11687.0,11529.0,0.0,15068.0,15728.0,16952.0,17509.0
3.0,9600.0,1600.0,11626.0,11746.0,11599.0,0.0,14700.0,15117.0,16562.0,17469.0
3.0,9600.0,1600.0,11611.0,11726.0,11586.0,0.0,14608.0,14954.0,16061.0,17381.0
4.0,9600.0,1600.0,12011.0,12570.0,11889.0,0.0,17110.0,17468.0,19047.0,19453.0
4.0,9600.0,1600.0,11998.0,12440.0,11923.0,0.0,16729.0,17286.0,18701.0,19439.0
