wareh,capacity,buffer,QMK,CHIM,CHI,KL,KLQ,GP,GS,BS,RND
4.0,480.0,80.0,4.090057084,0.202114704,0.432539222,0.0,0.0,0.016602832,0.010404821,0.009439472,0.12832751
4.0,480.0,80.0,4.383811922,0.203405361,0.482727522,0.0,0.0,0.01681003,0.010675191,0.009398052,0.125955227
4.0,480.0,80.0,6.225885896,0.202252653,0.258688765,0.0,0.0,0.017246505,0.010423151,0.009559564,0.125559313
2.0,500.0,0.0,1.165565434,0.203540566,0.208419101,281.221053966,1.158015495,0.021430355,0.009929157,0.010173449,0.016364771
2.0,500.0,0.0,0.879600275,0.202772374,0.207313874,279.272820207,0.872955449,0.021332464,0.010066024,0.010457393,0.01680219
2.0,500.0,0.0,1.126487292,0.198293659,0.20199864,274.386653686,1.138619078,0.021039166,0.010234539,0.010536168,0.020282899
3.0,500.0,0.0,2.498009455,0.205525938,0.210726579,255.405504675,2.487985311,0.022133837,0.010602658,0.010849033,0.017813447
3.0,500.0,0.0,1.672316035,0.212005035,0.251000923,258.576548382,1.69593659,0.022522451,0.01101473,0.011120249,0.018652142
3.0,500.0,0.0,1.939100226,0.202309661,0.214028099,250.806726799,1.941890932,0.021986765,0.010798019,0.01095257,0.020993322
4.0,500.0,0.0,5.195863977,0.202339014,0.21523627,238.827922896,5.159740748,0.02156659,0.011523976,0.011733283,0.022171647
4.0,500.0,0.0,6.279556603,0.205226365,0.219448176,238.952569344,6.239693627,0.02200319,0.01161931,0.01214193,0.02081645
4.0,500.0,0.0,3.909968819,0.198144816,0.22568554,238.116977402,3.920038042,0.022151066,0.011569753,0.011949651,0.022177194
2.0,550.0,50.0,1.311124774,0.204489025,0.305741098,0.0,0.0,0.021285708,0.010412002,0.010285042,0.050029991
2.0,550.0,50.0,1.387618139,0.202700622,0.264740273,0.0,0.0,0.022375646,0.010422542,0.010440113,0.047102169
2.0,550.0,50.0,1.293922358,0.220333581,0.263607769,0.0,0.0,0.020995394,0.010467696,0.011068121,0.051029923
3.0,550.0,50.0,3.114560137,0.201254281,0.381232365,0.0,0.0,0.021925111,0.01123225,0.010823557,0.078268497
3.0,550.0,50.0,1.937557912,0.208250083,0.3120922,0.0,0.0,0.022207853,0.011169181,0.010969382,0.078535413
3.0,550.0,50.0,2.488320167,0.209119127,0.279066858,0.0,0.0,0.022051015,0.011136908,0.010800874,0.079405473
4.0,550.0,50.0,2.803089985,0.208879116,0.441272355,0.0,0.0,0.023660806,0.012154632,0.011252114,0.140544441
4.0,550.0,50.0,7.3372106,0.209782035,0.533127255,0.0,0.0,0.022561506,0.01213301,0.011420372,0.136881168
4.0,550.0,50.0,3.59861547,0.209834286,0.396145085,0.0,0.0,0.023007185,0.012131456,0.011465796,0.137878443
2.0,600.0,100.0,1.466095105,0.209621629,0.290749857,0.0,0.0,0.021514122,0.010886862,0.010334396,0.050773515
2.0,600.0,100.0,1.452476996,0.207484233,0.284277863,0.0,0.0,0.021337556,0.010753169,0.010202727,0.050362163
2.0,600.0,100.0,1.00643362,0.209884697,0.234604314,0.0,0.0,0.021629899,0.01089182,0.010206503,0.050837829
3.0,600.0,100.0,5.280148688,0.208710628,0.349497339,0.0,0.0,0.022474653,0.0113902,0.010754839,0.08373594
3.0,600.0,100.0,2.114281576,0.209812427,0.348338183,0.0,0.0,0.02246399,0.011325227,0.010890775,0.080957841
3.0,600.0,100.0,4.264462498,0.209105833,0.344086929,0.0,0.0,0.022724753,0.011364689,0.010980143,0.083480524
4.0,600.0,100.0,8.967358961,0.211069701,0.402624306,0.0,0.0,0.023519552,0.012357616,0.011329721,0.142676662
4.0,600.0,100.0,4.838469487,0.206186837,0.392651745,0.0,0.0,0.023346492,0.012258137,0.011463243,0.141626658
4.0,600.0,100.0,2.846071964,0.204503411,0.469036572,0.0,0.0,0.024109403,0.011912233,0.011343217,0.141841133
2.0,600.0,0.0,1.690506952,0.206325581,0.206540033,424.225109258,1.710317896,0.029252293,0.011666799,0.011952507,0.023996388
